"","YEAR","MONTH","DATE","SITE","TRANSECT","QUAD","SIDE","FRONDS","HLD_DIAM","OBS_CODE","NOTES"
"5197",2005,7,"2005-07-19","CARP",1,20,"I",12,10,36,NA
"5198",2005,7,"2005-07-19","CARP",1,20,"I",14,15,36,NA
"5199",2005,7,"2005-07-19","CARP",1,20,"I",15,12,36,NA
"5200",2005,7,"2005-07-19","CARP",1,20,"I",15,15,36,NA
"5201",2005,7,"2005-07-19","CARP",1,20,"I",16,15,36,NA
"5202",2005,7,"2005-07-19","CARP",1,20,"I",16,18,36,NA
"5203",2005,7,"2005-07-19","CARP",1,20,"I",16,20,36,NA
"5204",2005,7,"2005-07-19","CARP",1,20,"I",17,15,36,NA
"5205",2005,7,"2005-07-19","CARP",1,20,"I",17,19,36,NA
"5206",2005,7,"2005-07-19","CARP",1,20,"I",20,15,36,NA
"5207",2005,7,"2005-07-19","CARP",1,20,"I",20,20,36,NA
"5208",2005,7,"2005-07-19","CARP",1,20,"I",21,18,36,NA
"5209",2005,7,"2005-07-19","CARP",1,20,"I",21,20,36,NA
"5210",2005,7,"2005-07-19","CARP",1,20,"I",22,20,36,NA
"5211",2005,7,"2005-07-19","CARP",1,20,"I",23,14,36,NA
"5212",2005,7,"2005-07-19","CARP",1,20,"I",24,18,36,NA
"5213",2005,7,"2005-07-19","CARP",1,20,"I",24,19,36,NA
"5214",2005,7,"2005-07-19","CARP",1,20,"I",26,20,36,NA
"5215",2005,7,"2005-07-19","CARP",1,20,"I",29,17,36,NA
"5216",2005,7,"2005-07-19","CARP",1,20,"I",30,15,36,NA
"5217",2005,7,"2005-07-19","CARP",1,20,"I",31,25,36,NA
"5218",2005,7,"2005-07-19","CARP",1,20,"I",32,28,36,NA
"5219",2005,7,"2005-07-19","CARP",1,20,"I",36,26,36,NA
"5220",2005,7,"2005-07-19","CARP",1,20,"I",38,24,36,NA
"5221",2005,7,"2005-07-19","CARP",1,20,"I",46,32,36,NA
"5314",2005,7,"2005-07-19","CARP",1,20,"I",4,5,36,NA
"5315",2005,7,"2005-07-19","CARP",1,20,"I",4,5,36,NA
"5316",2005,7,"2005-07-19","CARP",1,20,"I",4,5,36,NA
"5317",2005,7,"2005-07-19","CARP",1,20,"I",4,5,36,NA
"5318",2005,7,"2005-07-19","CARP",1,20,"I",4,5,36,NA
"5319",2005,7,"2005-07-19","CARP",1,20,"I",4,5,36,NA
"5320",2005,7,"2005-07-19","CARP",1,20,"I",4,6,36,NA
"5321",2005,7,"2005-07-19","CARP",1,20,"I",5,5,36,NA
"5322",2005,7,"2005-07-19","CARP",1,20,"I",5,5,36,NA
"5323",2005,7,"2005-07-19","CARP",1,20,"I",5,10,36,NA
"5324",2005,7,"2005-07-19","CARP",1,20,"I",6,5,36,NA
"5325",2005,7,"2005-07-19","CARP",1,20,"I",7,5,36,NA
"5326",2005,7,"2005-07-19","CARP",1,20,"I",7,5,36,NA
"5327",2005,7,"2005-07-19","CARP",1,20,"I",9,5,36,NA
"5328",2005,7,"2005-07-19","CARP",1,20,"I",12,10,36,NA
"5329",2005,7,"2005-07-19","CARP",1,20,"I",12,10,36,NA
"5330",2005,7,"2005-07-19","CARP",1,20,"I",20,15,36,NA
"5331",2005,7,"2005-07-19","CARP",1,20,"I",22,20,36,NA
"5332",2005,7,"2005-07-19","CARP",1,20,"O",4,4,10,NA
"5333",2005,7,"2005-07-19","CARP",1,20,"O",5,8,10,NA
"5334",2005,7,"2005-07-19","CARP",1,20,"O",5,9,10,NA
"5335",2005,7,"2005-07-19","CARP",1,20,"O",6,10,10,NA
"5336",2005,7,"2005-07-19","CARP",1,20,"O",7,12,10,NA
"5337",2005,7,"2005-07-19","CARP",1,20,"O",8,13,10,NA
"5338",2005,7,"2005-07-19","CARP",1,20,"O",9,13,10,NA
"5339",2005,7,"2005-07-19","CARP",1,20,"O",11,9,10,NA
"5340",2005,7,"2005-07-19","CARP",1,20,"O",12,13,10,NA
"5341",2005,7,"2005-07-19","CARP",1,20,"O",12,14,10,NA
"5342",2005,7,"2005-07-19","CARP",1,20,"O",13,17,10,NA
"5343",2005,7,"2005-07-19","CARP",1,20,"O",17,14,10,NA
"5344",2005,7,"2005-07-19","CARP",1,20,"O",18,16,10,NA
"5345",2005,7,"2005-07-19","CARP",1,20,"O",27,12,10,NA
"5346",2005,7,"2005-07-19","CARP",1,20,"O",30,13,10,NA
"5347",2005,7,"2005-07-19","CARP",1,20,"O",34,16,10,NA
"5418",2005,7,"2005-07-19","CARP",1,20,"O",4,4,10,NA
"5419",2005,7,"2005-07-19","CARP",1,20,"O",4,6,10,NA
"5420",2005,7,"2005-07-19","CARP",1,20,"O",4,7,10,NA
"5421",2005,7,"2005-07-19","CARP",1,20,"O",4,8,10,NA
"5422",2005,7,"2005-07-19","CARP",1,20,"O",4,8,10,NA
"5423",2005,7,"2005-07-19","CARP",1,20,"O",4,8,10,NA
"5424",2005,7,"2005-07-19","CARP",1,20,"O",9,13,10,NA
"5425",2005,7,"2005-07-19","CARP",1,20,"O",12,10,10,NA
"5427",2005,7,"2005-07-19","CARP",1,40,"I",4,5,36,NA
"5428",2005,7,"2005-07-19","CARP",1,40,"I",4,6,36,NA
"5429",2005,7,"2005-07-19","CARP",1,40,"I",4,7,10,NA
"5430",2005,7,"2005-07-19","CARP",1,40,"I",4,10,10,NA
"5431",2005,7,"2005-07-19","CARP",1,40,"I",4,12,10,NA
"5432",2005,7,"2005-07-19","CARP",1,40,"I",4,20,10,NA
"5433",2005,7,"2005-07-19","CARP",1,40,"I",4,30,10,NA
"5434",2005,7,"2005-07-19","CARP",1,40,"I",4,40,10,NA
"5435",2005,7,"2005-07-19","CARP",1,40,"I",5,5,36,NA
"5436",2005,7,"2005-07-19","CARP",1,40,"I",5,6,10,NA
"5437",2005,7,"2005-07-19","CARP",1,40,"I",5,10,10,NA
"5438",2005,7,"2005-07-19","CARP",1,40,"I",5,11,10,NA
"5439",2005,7,"2005-07-19","CARP",1,40,"I",5,12,10,NA
"5440",2005,7,"2005-07-19","CARP",1,40,"I",5,15,10,NA
"5441",2005,7,"2005-07-19","CARP",1,40,"I",6,5,36,NA
"5442",2005,7,"2005-07-19","CARP",1,40,"I",6,10,10,NA
"5443",2005,7,"2005-07-19","CARP",1,40,"I",6,15,10,NA
"5444",2005,7,"2005-07-19","CARP",1,40,"I",6,30,10,NA
"5445",2005,7,"2005-07-19","CARP",1,40,"I",7,5,36,NA
"5446",2005,7,"2005-07-19","CARP",1,40,"I",7,12,10,NA
"5447",2005,7,"2005-07-19","CARP",1,40,"I",7,13,10,NA
"5448",2005,7,"2005-07-19","CARP",1,40,"I",7,20,10,NA
"5449",2005,7,"2005-07-19","CARP",1,40,"I",8,9,10,NA
"5450",2005,7,"2005-07-19","CARP",1,40,"I",8,25,10,NA
"5451",2005,7,"2005-07-19","CARP",1,40,"I",9,10,10,NA
"5452",2005,7,"2005-07-19","CARP",1,40,"I",9,11,10,NA
"5453",2005,7,"2005-07-19","CARP",1,40,"I",9,15,10,NA
"5454",2005,7,"2005-07-19","CARP",1,40,"I",10,1,10,NA
"5455",2005,7,"2005-07-19","CARP",1,40,"I",10,8,10,NA
"5456",2005,7,"2005-07-19","CARP",1,40,"I",10,13,10,NA
"5457",2005,7,"2005-07-19","CARP",1,40,"I",10,20,10,NA
"5458",2005,7,"2005-07-19","CARP",1,40,"I",11,10,10,NA
"5459",2005,7,"2005-07-19","CARP",1,40,"I",12,5,36,NA
"5460",2005,7,"2005-07-19","CARP",1,40,"I",12,7,10,NA
"5461",2005,7,"2005-07-19","CARP",1,40,"I",12,10,10,NA
"5462",2005,7,"2005-07-19","CARP",1,40,"I",12,13,10,NA
"5463",2005,7,"2005-07-19","CARP",1,40,"I",12,35,10,NA
"5464",2005,7,"2005-07-19","CARP",1,40,"I",15,12,10,NA
"5465",2005,7,"2005-07-19","CARP",1,40,"I",16,13,10,NA
"5466",2005,7,"2005-07-19","CARP",1,40,"I",17,25,10,NA
"5467",2005,7,"2005-07-19","CARP",1,40,"I",18,20,10,NA
"5468",2005,7,"2005-07-19","CARP",1,40,"I",20,15,10,NA
"5469",2005,7,"2005-07-19","CARP",1,40,"I",21,35,10,NA
"5470",2005,7,"2005-07-19","CARP",1,40,"I",23,15,36,NA
"5471",2005,7,"2005-07-19","CARP",1,40,"I",25,15,10,NA
"5472",2005,7,"2005-07-19","CARP",1,40,"I",26,15,10,NA
"5473",2005,7,"2005-07-19","CARP",1,40,"I",28,35,10,NA
"5474",2005,7,"2005-07-19","CARP",1,40,"I",33,22,10,NA
"5536",2005,7,"2005-07-19","CARP",1,40,"I",4,5,10,NA
"5537",2005,7,"2005-07-19","CARP",1,40,"I",4,6,10,NA
"5538",2005,7,"2005-07-19","CARP",1,40,"I",4,6,10,NA
"5539",2005,7,"2005-07-19","CARP",1,40,"I",4,10,10,NA
"5540",2005,7,"2005-07-19","CARP",1,40,"I",4,30,10,NA
"5541",2005,7,"2005-07-19","CARP",1,40,"I",5,6,10,NA
"5542",2005,7,"2005-07-19","CARP",1,40,"I",6,15,10,NA
"5543",2005,7,"2005-07-19","CARP",1,40,"I",7,5,10,NA
"5544",2005,7,"2005-07-19","CARP",1,40,"I",9,15,10,NA
"5545",2005,7,"2005-07-19","CARP",1,40,"I",10,8,10,NA
"5546",2005,7,"2005-07-19","CARP",1,40,"I",11,10,10,NA
"5547",2005,7,"2005-07-19","CARP",1,40,"I",12,5,10,NA
"5548",2005,7,"2005-07-19","CARP",1,40,"I",23,15,10,NA
"5549",2005,7,"2005-07-19","CARP",1,40,"O",4,9,10,NA
"5550",2005,7,"2005-07-19","CARP",1,40,"O",5,8,10,NA
"5551",2005,7,"2005-07-19","CARP",1,40,"O",6,4,10,NA
"5552",2005,7,"2005-07-19","CARP",1,40,"O",6,7,10,NA
"5553",2005,7,"2005-07-19","CARP",1,40,"O",6,8,10,NA
"5554",2005,7,"2005-07-19","CARP",1,40,"O",6,9,10,NA
"5555",2005,7,"2005-07-19","CARP",1,40,"O",7,11,10,NA
"5556",2005,7,"2005-07-19","CARP",1,40,"O",8,5,10,NA
"5557",2005,7,"2005-07-19","CARP",1,40,"O",8,10,10,NA
"5558",2005,7,"2005-07-19","CARP",1,40,"O",9,7,10,NA
"5559",2005,7,"2005-07-19","CARP",1,40,"O",11,9,10,NA
"5560",2005,7,"2005-07-19","CARP",1,40,"O",13,10,10,NA
"5561",2005,7,"2005-07-19","CARP",1,40,"O",13,13,10,NA
"5562",2005,7,"2005-07-19","CARP",1,40,"O",14,16,10,NA
"5563",2005,7,"2005-07-19","CARP",1,40,"O",15,14,10,NA
"5564",2005,7,"2005-07-19","CARP",1,40,"O",19,12,10,NA
"5565",2005,7,"2005-07-19","CARP",1,40,"O",23,13,10,NA
"5566",2005,7,"2005-07-19","CARP",1,40,"O",31,12,10,NA
"5567",2005,7,"2005-07-19","CARP",1,40,"O",46,22,10,NA
"5617",2005,7,"2005-07-19","CARP",1,40,"O",4,10,10,NA
"5618",2005,7,"2005-07-19","CARP",1,40,"O",4,20,10,NA
"5619",2005,7,"2005-07-19","CARP",1,40,"O",6,10,10,NA
"5620",2005,7,"2005-07-19","CARP",1,40,"O",6,10,10,NA
"5621",2005,7,"2005-07-19","CARP",1,40,"O",6,10,10,NA
"5622",2005,7,"2005-07-19","CARP",1,40,"O",7,12,10,NA
"5623",2005,7,"2005-07-19","CARP",1,40,"O",7,13,10,NA
"5624",2005,7,"2005-07-19","CARP",1,40,"O",9,10,10,NA
"5625",2005,7,"2005-07-19","CARP",1,40,"O",9,10,10,NA
"5626",2005,7,"2005-07-19","CARP",1,40,"O",20,15,10,NA
"5628",2005,7,"2005-07-20","CARP",2,20,"I",4,9,6,NA
"5629",2005,7,"2005-07-20","CARP",2,20,"I",4,16,6,NA
"5630",2005,7,"2005-07-20","CARP",2,20,"I",4,17,6,NA
"5631",2005,7,"2005-07-20","CARP",2,20,"I",6,78,6,NA
"5632",2005,7,"2005-07-20","CARP",2,20,"I",8,18,6,NA
"5633",2005,7,"2005-07-20","CARP",2,20,"I",19,67,6,NA
"5634",2005,7,"2005-07-20","CARP",2,20,"I",24,82,6,NA
"5635",2005,7,"2005-07-20","CARP",2,20,"I",32,47,6,NA
"5636",2005,7,"2005-07-20","CARP",2,20,"I",67,88,6,NA
"5662",2005,7,"2005-07-20","CARP",2,20,"I",4,17,6,NA
"5663",2005,7,"2005-07-20","CARP",2,20,"O",4,6,28,NA
"5664",2005,7,"2005-07-20","CARP",2,20,"O",4,8,28,NA
"5665",2005,7,"2005-07-20","CARP",2,20,"O",4,18,28,NA
"5666",2005,7,"2005-07-20","CARP",2,20,"O",5,10,28,NA
"5667",2005,7,"2005-07-20","CARP",2,20,"O",6,11,28,NA
"5668",2005,7,"2005-07-20","CARP",2,20,"O",6,15,28,NA
"5669",2005,7,"2005-07-20","CARP",2,20,"O",6,17,28,NA
"5670",2005,7,"2005-07-20","CARP",2,20,"O",8,14,28,NA
"5671",2005,7,"2005-07-20","CARP",2,20,"O",8,15,28,NA
"5672",2005,7,"2005-07-20","CARP",2,20,"O",9,17,28,NA
"5673",2005,7,"2005-07-20","CARP",2,20,"O",11,21,28,NA
"5674",2005,7,"2005-07-20","CARP",2,20,"O",14,55,28,NA
"5675",2005,7,"2005-07-20","CARP",2,20,"O",21,33,28,NA
"5701",2005,7,"2005-07-20","CARP",2,20,"O",4,9,28,NA
"5702",2005,7,"2005-07-20","CARP",2,20,"O",8,18,28,NA
"5704",2005,7,"2005-07-20","CARP",2,40,"I",4,11,6,NA
"5705",2005,7,"2005-07-20","CARP",2,40,"I",4,13,6,NA
"5706",2005,7,"2005-07-20","CARP",2,40,"I",4,15,6,NA
"5707",2005,7,"2005-07-20","CARP",2,40,"I",4,20,6,NA
"5708",2005,7,"2005-07-20","CARP",2,40,"I",4,23,6,NA
"5709",2005,7,"2005-07-20","CARP",2,40,"I",4,29,6,NA
"5710",2005,7,"2005-07-20","CARP",2,40,"I",5,12,6,NA
"5711",2005,7,"2005-07-20","CARP",2,40,"I",5,23,6,NA
"5712",2005,7,"2005-07-20","CARP",2,40,"I",6,4,6,NA
"5713",2005,7,"2005-07-20","CARP",2,40,"I",6,15,6,NA
"5714",2005,7,"2005-07-20","CARP",2,40,"I",6,22,6,NA
"5715",2005,7,"2005-07-20","CARP",2,40,"I",6,24,6,NA
"5716",2005,7,"2005-07-20","CARP",2,40,"I",6,25,6,NA
"5717",2005,7,"2005-07-20","CARP",2,40,"I",7,20,6,NA
"5718",2005,7,"2005-07-20","CARP",2,40,"I",9,18,6,NA
"5719",2005,7,"2005-07-20","CARP",2,40,"I",9,44,6,NA
"5720",2005,7,"2005-07-20","CARP",2,40,"I",12,20,6,NA
"5721",2005,7,"2005-07-20","CARP",2,40,"I",17,20,6,NA
"5722",2005,7,"2005-07-20","CARP",2,40,"I",25,27,6,NA
"5743",2005,7,"2005-07-20","CARP",2,40,"I",6,25,6,NA
"5744",2005,7,"2005-07-20","CARP",2,40,"O",4,17,6,NA
"5745",2005,7,"2005-07-20","CARP",2,40,"O",4,19,6,NA
"5746",2005,7,"2005-07-20","CARP",2,40,"O",4,36,6,NA
"5747",2005,7,"2005-07-20","CARP",2,40,"O",5,20,6,NA
"5748",2005,7,"2005-07-20","CARP",2,40,"O",6,8,6,NA
"5749",2005,7,"2005-07-20","CARP",2,40,"O",6,20,6,NA
"5750",2005,7,"2005-07-20","CARP",2,40,"O",6,23,6,NA
"5751",2005,7,"2005-07-20","CARP",2,40,"O",7,8,28,NA
"5752",2005,7,"2005-07-20","CARP",2,40,"O",7,13,28,NA
"5753",2005,7,"2005-07-20","CARP",2,40,"O",7,21,6,NA
"5754",2005,7,"2005-07-20","CARP",2,40,"O",7,23,6,NA
"5755",2005,7,"2005-07-20","CARP",2,40,"O",8,15,6,NA
"5756",2005,7,"2005-07-20","CARP",2,40,"O",8,22,6,NA
"5757",2005,7,"2005-07-20","CARP",2,40,"O",10,18,6,NA
"5758",2005,7,"2005-07-20","CARP",2,40,"O",10,24,6,NA
"5759",2005,7,"2005-07-20","CARP",2,40,"O",10,31,6,NA
"5760",2005,7,"2005-07-20","CARP",2,40,"O",11,14,28,NA
"5761",2005,7,"2005-07-20","CARP",2,40,"O",11,23,6,NA
"5762",2005,7,"2005-07-20","CARP",2,40,"O",17,10,6,NA
"5763",2005,7,"2005-07-20","CARP",2,40,"O",17,27,6,NA
"5787",2005,7,"2005-07-20","CARP",2,40,"O",5,12,28,NA
"5788",2005,7,"2005-07-20","CARP",2,40,"O",5,23,6,NA
"5789",2005,7,"2005-07-20","CARP",2,40,"O",6,22,6,NA
"5808",2005,7,"2005-07-19","CARP",3,20,"O",16,38,6,NA
"5811",2005,7,"2005-07-19","CARP",3,40,"I",18,39,6,NA
"5812",2005,7,"2005-07-19","CARP",3,40,"I",19,40,6,NA
"5813",2005,7,"2005-07-19","CARP",3,40,"I",55,67,6,NA
"5836",2005,7,"2005-07-19","CARP",3,40,"O",14,69,6,NA
"5837",2005,7,"2005-07-19","CARP",3,40,"O",23,34,6,NA
"5838",2005,7,"2005-07-19","CARP",3,40,"O",29,45,6,NA
"5839",2005,7,"2005-07-19","CARP",3,40,"O",33,40,6,NA
"5852",2005,7,"2005-07-19","CARP",4,20,"I",5,17,10,NA
"5859",2005,7,"2005-07-19","CARP",4,20,"O",4,10,10,NA
"5864",2005,7,"2005-07-19","CARP",4,40,"I",4,10,10,NA
"5865",2005,7,"2005-07-19","CARP",4,40,"I",8,16,10,NA
"5876",2005,7,"2005-07-19","CARP",4,40,"O",4,16,10,NA
"5877",2005,7,"2005-07-19","CARP",4,40,"O",4,21,10,NA
"5878",2005,7,"2005-07-19","CARP",4,40,"O",7,23,10,NA
"5886",2005,7,"2005-07-20","CARP",5,20,"I",4,25,19,NA
"5887",2005,7,"2005-07-20","CARP",5,20,"I",6,25,19,NA
"5888",2005,7,"2005-07-20","CARP",5,20,"I",12,20,19,NA
"5891",2005,7,"2005-07-20","CARP",5,20,"O",4,15,19,NA
"5892",2005,7,"2005-07-20","CARP",5,20,"O",5,25,19,NA
"5893",2005,7,"2005-07-20","CARP",5,20,"O",9,25,19,NA
"5896",2005,7,"2005-07-20","CARP",5,20,"O",4,15,19,NA
"5897",2005,7,"2005-07-20","CARP",5,40,"I",0,0,19,"NO KELP"
"5900",2005,7,"2005-07-19","CARP",6,40,"O",6,39,6,NA
"5901",2005,7,"2005-07-19","CARP",6,40,"O",19,47,6,NA
"5902",2005,7,"2005-07-19","CARP",6,40,"O",25,48,6,NA
"5903",2005,7,"2005-07-19","CARP",6,40,"O",41,47,6,NA
"5904",2005,7,"2005-07-19","CARP",6,40,"O",48,65,6,NA
"5905",2005,7,"2005-07-20","CARP",7,20,"I",4,42,1,NA
"5906",2005,7,"2005-07-20","CARP",7,20,"I",6,23,1,NA
"5907",2005,7,"2005-07-20","CARP",7,20,"I",6,36,1,NA
"5908",2005,7,"2005-07-20","CARP",7,20,"I",7,38,1,NA
"5909",2005,7,"2005-07-20","CARP",7,20,"I",19,37,1,NA
"5910",2005,7,"2005-07-20","CARP",7,20,"I",44,56,1,NA
"5911",2005,7,"2005-07-20","CARP",7,20,"I",57,90,1,NA
"5912",2005,7,"2005-07-20","CARP",7,20,"I",65,57,1,NA
"5913",2005,7,"2005-07-20","CARP",7,20,"I",149,123,1,NA
"5914",2005,7,"2005-07-20","CARP",7,20,"O",12,33,1,NA
"5915",2005,7,"2005-07-20","CARP",7,20,"O",35,54,1,NA
"5916",2005,7,"2005-07-20","CARP",7,20,"O",50,46,1,NA
"5917",2005,7,"2005-07-20","CARP",7,20,"O",53,58,1,NA
"5918",2005,7,"2005-07-20","CARP",7,20,"O",67,88,1,NA
"5919",2005,7,"2005-07-20","CARP",7,40,"I",4,16,1,NA
"5920",2005,7,"2005-07-20","CARP",7,40,"I",12,39,1,NA
"5921",2005,7,"2005-07-20","CARP",7,40,"I",24,48,1,NA
"5922",2005,7,"2005-07-20","CARP",7,40,"I",35,41,1,NA
"5923",2005,7,"2005-07-20","CARP",7,40,"I",38,39,1,NA
"5924",2005,7,"2005-07-20","CARP",7,40,"I",67,58,1,NA
"5925",2005,7,"2005-07-20","CARP",7,40,"O",5,27,1,NA
"5926",2005,7,"2005-07-20","CARP",7,40,"O",9,32,1,NA
"5927",2005,7,"2005-07-20","CARP",7,40,"O",14,45,1,NA
"5928",2005,7,"2005-07-20","CARP",7,40,"O",17,33,1,NA
"5929",2005,7,"2005-07-20","CARP",7,40,"O",19,32,1,NA
"5930",2005,7,"2005-07-20","CARP",7,40,"O",23,53,1,NA
"5931",2005,7,"2005-07-20","CARP",7,40,"O",37,53,1,NA
"5932",2005,7,"2005-07-20","CARP",7,40,"O",40,47,1,NA
"5933",2005,7,"2005-07-20","CARP",7,40,"O",59,81,1,NA
"5935",2005,7,"2005-07-20","CARP",8,20,"I",4,5,19,NA
"5936",2005,7,"2005-07-20","CARP",8,20,"I",4,10,19,NA
"5937",2005,7,"2005-07-20","CARP",8,20,"I",4,20,19,NA
"5938",2005,7,"2005-07-20","CARP",8,20,"I",5,10,19,NA
"5939",2005,7,"2005-07-20","CARP",8,20,"I",5,25,19,NA
"5940",2005,7,"2005-07-20","CARP",8,20,"I",5,30,19,NA
"5941",2005,7,"2005-07-20","CARP",8,20,"I",6,10,19,NA
"5942",2005,7,"2005-07-20","CARP",8,20,"I",6,15,19,NA
"5943",2005,7,"2005-07-20","CARP",8,20,"I",6,20,19,NA
"5944",2005,7,"2005-07-20","CARP",8,20,"I",7,20,19,NA
"5945",2005,7,"2005-07-20","CARP",8,20,"I",8,15,19,NA
"5946",2005,7,"2005-07-20","CARP",8,20,"I",8,20,19,NA
"5947",2005,7,"2005-07-20","CARP",8,20,"I",9,15,19,NA
"5948",2005,7,"2005-07-20","CARP",8,20,"I",11,15,19,NA
"5949",2005,7,"2005-07-20","CARP",8,20,"I",11,20,19,NA
"5950",2005,7,"2005-07-20","CARP",8,20,"I",13,25,19,NA
"5951",2005,7,"2005-07-20","CARP",8,20,"I",32,30,19,NA
"5977",2005,7,"2005-07-20","CARP",8,20,"I",4,5,19,NA
"5978",2005,7,"2005-07-20","CARP",8,20,"I",4,20,19,NA
"5979",2005,7,"2005-07-20","CARP",8,20,"I",6,10,19,NA
"5980",2005,7,"2005-07-20","CARP",8,20,"I",7,20,19,NA
"5981",2005,7,"2005-07-20","CARP",8,20,"I",8,20,19,NA
"5982",2005,7,"2005-07-20","CARP",8,20,"I",8,20,19,NA
"5983",2005,7,"2005-07-20","CARP",8,20,"I",9,15,19,NA
"5984",2005,7,"2005-07-20","CARP",8,20,"O",4,7,36,NA
"5985",2005,7,"2005-07-20","CARP",8,20,"O",5,7,36,NA
"5986",2005,7,"2005-07-20","CARP",8,20,"O",6,5,36,NA
"5987",2005,7,"2005-07-20","CARP",8,20,"O",6,8,36,NA
"5988",2005,7,"2005-07-20","CARP",8,20,"O",6,12,36,NA
"5989",2005,7,"2005-07-20","CARP",8,20,"O",6,18,36,NA
"5990",2005,7,"2005-07-20","CARP",8,20,"O",7,8,36,NA
"5991",2005,7,"2005-07-20","CARP",8,20,"O",7,12,36,NA
"5992",2005,7,"2005-07-20","CARP",8,20,"O",8,10,36,NA
"5993",2005,7,"2005-07-20","CARP",8,20,"O",8,14,36,NA
"5994",2005,7,"2005-07-20","CARP",8,20,"O",8,16,36,NA
"5995",2005,7,"2005-07-20","CARP",8,20,"O",8,22,36,NA
"5996",2005,7,"2005-07-20","CARP",8,20,"O",9,9,36,NA
"5997",2005,7,"2005-07-20","CARP",8,20,"O",12,12,36,NA
"5998",2005,7,"2005-07-20","CARP",8,20,"O",12,20,36,NA
"5999",2005,7,"2005-07-20","CARP",8,20,"O",14,25,36,NA
"6000",2005,7,"2005-07-20","CARP",8,20,"O",16,15,36,NA
"6017",2005,7,"2005-07-20","CARP",8,20,"O",4,5,36,NA
"6018",2005,7,"2005-07-20","CARP",8,20,"O",4,5,36,NA
"6019",2005,7,"2005-07-20","CARP",8,20,"O",4,5,36,NA
"6020",2005,7,"2005-07-20","CARP",8,20,"O",4,5,36,NA
"6021",2005,7,"2005-07-20","CARP",8,20,"O",4,5,36,NA
"6022",2005,7,"2005-07-20","CARP",8,20,"O",4,10,36,NA
"6023",2005,7,"2005-07-20","CARP",8,20,"O",6,8,36,NA
"6024",2005,7,"2005-07-20","CARP",8,20,"O",6,10,36,NA
"6025",2005,7,"2005-07-20","CARP",8,20,"O",6,10,36,NA
"6026",2005,7,"2005-07-20","CARP",8,20,"O",6,10,36,NA
"6027",2005,7,"2005-07-20","CARP",8,20,"O",6,15,36,NA
"6028",2005,7,"2005-07-20","CARP",8,20,"O",6,15,36,NA
"6029",2005,7,"2005-07-20","CARP",8,20,"O",7,20,36,NA
"6030",2005,7,"2005-07-20","CARP",8,20,"O",8,15,36,NA
"6031",2005,7,"2005-07-20","CARP",8,20,"O",12,12,36,NA
"6033",2005,7,"2005-07-20","CARP",8,40,"I",4,10,19,NA
"6034",2005,7,"2005-07-20","CARP",8,40,"I",4,20,19,NA
"6035",2005,7,"2005-07-20","CARP",8,40,"I",5,10,19,NA
"6036",2005,7,"2005-07-20","CARP",8,40,"I",6,10,19,NA
"6037",2005,7,"2005-07-20","CARP",8,40,"I",6,15,19,NA
"6038",2005,7,"2005-07-20","CARP",8,40,"I",6,20,19,NA
"6039",2005,7,"2005-07-20","CARP",8,40,"I",7,15,19,NA
"6040",2005,7,"2005-07-20","CARP",8,40,"I",8,10,19,NA
"6041",2005,7,"2005-07-20","CARP",8,40,"I",9,10,19,NA
"6042",2005,7,"2005-07-20","CARP",8,40,"I",9,15,19,NA
"6043",2005,7,"2005-07-20","CARP",8,40,"I",10,15,19,NA
"6044",2005,7,"2005-07-20","CARP",8,40,"I",11,10,19,NA
"6045",2005,7,"2005-07-20","CARP",8,40,"I",11,20,19,NA
"6046",2005,7,"2005-07-20","CARP",8,40,"I",16,20,19,NA
"6066",2005,7,"2005-07-20","CARP",8,40,"I",4,20,19,NA
"6067",2005,7,"2005-07-20","CARP",8,40,"I",6,10,19,NA
"6068",2005,7,"2005-07-20","CARP",8,40,"I",6,20,19,NA
"6069",2005,7,"2005-07-20","CARP",8,40,"I",6,20,19,NA
"6070",2005,7,"2005-07-20","CARP",8,40,"I",6,20,19,NA
"6071",2005,7,"2005-07-20","CARP",8,40,"O",4,5,19,NA
"6072",2005,7,"2005-07-20","CARP",8,40,"O",4,15,19,NA
"6073",2005,7,"2005-07-20","CARP",8,40,"O",5,20,19,NA
"6074",2005,7,"2005-07-20","CARP",8,40,"O",5,30,19,NA
"6075",2005,7,"2005-07-20","CARP",8,40,"O",6,25,19,NA
"6076",2005,7,"2005-07-20","CARP",8,40,"O",7,20,19,NA
"6077",2005,7,"2005-07-20","CARP",8,40,"O",7,30,19,NA
"6078",2005,7,"2005-07-20","CARP",8,40,"O",8,15,19,NA
"6079",2005,7,"2005-07-20","CARP",8,40,"O",8,20,19,NA
"6080",2005,7,"2005-07-20","CARP",8,40,"O",9,20,19,NA
"6081",2005,7,"2005-07-20","CARP",8,40,"O",10,20,19,NA
"6082",2005,7,"2005-07-20","CARP",8,40,"O",12,15,19,NA
"6083",2005,7,"2005-07-20","CARP",8,40,"O",13,10,19,NA
"6084",2005,7,"2005-07-20","CARP",8,40,"O",13,25,19,NA
"6085",2005,7,"2005-07-20","CARP",8,40,"O",14,20,19,NA
"6086",2005,7,"2005-07-20","CARP",8,40,"O",14,25,19,NA
"6087",2005,7,"2005-07-20","CARP",8,40,"O",15,25,19,NA
"6119",2005,7,"2005-07-20","CARP",8,40,"O",4,10,19,NA
"6120",2005,7,"2005-07-20","CARP",8,40,"O",4,10,19,NA
